Inventory_ID,Date,Business_Type,Food_Category,Purchase_Quantity,Units_Sold,Remaining_Stock,Shelf_Life_Days,Storage_Temperature,Daily_Demand,Promotion,Weather,Waste_Quantity,Waste_Reason,Donation_Made,Waste_Level
INV006300,2025-10-13,Cloud Kitchen,Vegetables,140,93,47,8.0,7.7,93.0,No,Cloudy,11,Overproduction,No,Medium
INV006301,2025-10-13,Cloud Kitchen,Dairy,121,115,6,8.0,2.8,115.0,No,Sunny,0,No Waste,No,Low
INV006302,2025-10-13,Cafeteria,Dairy,66,60,6,8.0,7.0,60.0,No,Sunny,1,Low Demand,No,Low
INV006303,2025-10-13,Cloud Kitchen,Prepared Food,157,98,59,1.0,18.4,98.0,No,Hot,24,Expired,No,High
INV006304,2025-10-13,Restaurant,Vegetables,77,77,0,7.0,4.8,123.0,Yes,Sunny,0,No Waste,No,Low
INV006305,2025-10-14,Cloud Kitchen,Meat,107,107,0,3.0,2.5,124.0,No,Sunny,0,No Waste,No,Low
INV006306,2025-10-14,Restaurant,Dairy,104,72,32,13.0,7.1,72.0,No,Cloudy,5,Overproduction,No,Medium
INV006307,2025-10-14,Restaurant,Fruits,88,80,8,6.0,7.3,80.0,Yes,Rainy,0,No Waste,No,Low
INV006308,2025-10-14,Cafeteria,Meat,227,73,154,5.0,1.8,73.0,No,Sunny,35,Overproduction,Yes,High
INV006309,2025-10-14,Cloud Kitchen,Meat,90,68,22,1.0,3.0,68.0,No,Rainy,8,Expired,No,High
INV006310,2025-10-14,Cafeteria,Dairy,84,53,31,6.0,4.3,53.0,No,Sunny,5,Low Demand,No,Medium
INV006311,2025-10-14,Supermarket,Meat,183,183,0,5.0,1.8,221.0,Yes,Sunny,0,No Waste,No,Low
INV006312,2025-10-14,Supermarket,Meat,127,127,0,2.0,5.2,150.0,No,Cloudy,0,No Waste,,Low
INV006313,2025-10-14,Restaurant,Fruits,65,55,10,5.0,10.4,55.0,No,Rainy,2,Low Demand,No,Medium
INV006314,2025-10-14,Supermarket,Bakery,128,90,38,3.0,17.7,90.0,No,Rainy,9,Overproduction,,Medium
INV006315,2025-10-14,Supermarket,Fruits,183,92,91,5.0,,92.0,No,Rainy,25,Overproduction,Yes,High
INV006316,2025-10-14,Cafeteria,Dairy,93,60,33,8.0,5.9,60.0,No,Sunny,5,Overproduction,No,Medium
INV006317,2025-10-14,Restaurant,Bakery,73,73,0,3.0,18.7,105.0,No,Sunny,0,No Waste,No,Low
INV006318,2025-10-14,Supermarket,Prepared Food,199,107,92,1.0,17.7,107.0,No,Cloudy,31,Overproduction,Yes,High
INV006319,2025-10-14,Cafeteria,Fruits,97,37,60,6.0,2.2,37.0,No,Rainy,14,Overproduction,Yes,High
INV006320,2025-10-14,Supermarket,Vegetables,190,190,0,6.0,9.3,200.0,No,Cloudy,0,No Waste,No,Low
INV006321,2025-10-14,Cloud Kitchen,Prepared Food,113,72,41,2.0,21.3,72.0,No,Rainy,12,Overproduction,Yes,High
INV006322,2025-10-14,Supermarket,Prepared Food,144,139,5,1.0,19.7,139.0,No,Sunny,1,Expired,No,Low
INV006323,2025-10-14,Cloud Kitchen,Prepared Food,107,107,0,1.0,28.3,110.0,No,Hot,0,No Waste,No,Low
INV006324,2025-10-14,Supermarket,Meat,154,90,64,2.0,4.2,90.0,No,Rainy,21,Overproduction,Yes,High
INV006325,2025-10-14,Restaurant,Prepared Food,74,74,0,2.0,13.0,78.0,No,Sunny,0,No Waste,No,Low
INV006326,2025-10-15,Supermarket,Vegetables,178,178,0,6.0,1.8,237.0,Yes,Hot,0,No Waste,No,Low
INV006327,2025-10-15,Restaurant,Fruits,75,75,0,1.0,9.8,82.0,No,Cloudy,0,No Waste,No,Low
INV006328,2025-10-15,Restaurant,Prepared Food,70,70,0,2.0,22.7,74.0,No,Cloudy,0,No Waste,No,Low
INV006329,2025-10-15,Cloud Kitchen,Prepared Food,102,102,0,1.0,17.8,126.0,Yes,Rainy,0,No Waste,No,Low
INV006330,2025-10-15,Restaurant,Prepared Food,98,61,37,1.0,22.5,61.0,No,Sunny,17,Expired,No,High
INV006331,2025-10-15,Supermarket,Meat,156,156,0,3.0,3.2,191.0,No,Sunny,0,No Waste,No,Low
INV006332,2025-10-15,Supermarket,Meat,264,245,19,4.0,4.9,245.0,Yes,Sunny,4,Storage Issue,,Medium
INV006333,2025-10-15,Restaurant,Dairy,79,79,0,4.0,,105.0,No,Sunny,0,No Waste,No,Low
INV006334,2025-10-15,Restaurant,Bakery,122,112,10,4.0,19.6,112.0,Yes,Sunny,1,Low Demand,No,Low
INV006335,2025-10-15,Supermarket,Bakery,159,159,0,1.0,22.0,203.0,Yes,Hot,0,No Waste,No,Low
INV006336,2025-10-15,Cafeteria,Bakery,66,63,3,2.0,23.3,63.0,No,Sunny,1,Low Demand,No,Low
INV006337,2025-10-15,Cafeteria,Prepared Food,57,57,0,2.0,21.4,90.0,No,Hot,0,No Waste,No,Medium
INV006338,2025-10-15,Cafeteria,Meat,60,33,27,6.0,1.3,33.0,No,Rainy,9,Low Demand,No,High
INV006339,2025-10-15,Restaurant,Fruits,94,94,0,6.0,9.2,108.0,Yes,Cloudy,0,No Waste,No,Low
INV006340,2025-10-15,Restaurant,Bakery,81,81,0,3.0,18.6,109.0,No,Hot,0,No Waste,No,Low
INV006341,2025-10-15,Cafeteria,Meat,63,63,0,3.0,-0.7,77.0,Yes,Cloudy,0,No Waste,No,Low
INV006342,2025-10-15,Cloud Kitchen,Prepared Food,81,81,0,,30.8,107.0,No,Cloudy,0,No Waste,No,Low
INV006343,2025-10-15,Restaurant,Prepared Food,83,70,13,3.0,24.0,70.0,No,Rainy,3,Expired,No,Medium
INV006344,2025-10-15,Restaurant,Bakery,125,114,11,4.0,11.1,114.0,No,Sunny,2,Low Demand,No,Low
INV006345,2025-10-15,Supermarket,Vegetables,195,195,0,6.0,2.2,197.0,Yes,,0,No Waste,No,Low
INV006346,2025-10-16,Restaurant,Vegetables,125,123,2,5.0,6.3,123.0,Yes,Sunny,0,No Waste,No,Low
INV006347,2025-10-16,Cloud Kitchen,Vegetables,118,88,30,9.0,10.4,88.0,No,Rainy,7,Storage Issue,No,Medium
INV006348,2025-10-16,Cloud Kitchen,Dairy,135,66,69,12.0,6.2,66.0,No,Rainy,14,Overproduction,No,High
INV006349,2025-10-16,Cafeteria,Prepared Food,78,78,0,1.0,21.9,81.0,Yes,Hot,0,No Waste,No,Low
INV006350,2025-10-16,Restaurant,Prepared Food,89,73,16,1.0,23.6,73.0,No,Cloudy,6,Expired,No,Medium
INV006351,2025-10-16,Restaurant,Fruits,115,75,40,7.0,8.5,75.0,No,Cloudy,8,Overproduction,No,Medium
INV006352,2025-10-16,Cafeteria,Meat,73,71,2,1.0,2.6,71.0,Yes,Sunny,0,No Waste,No,Low
INV006353,2025-10-16,Supermarket,Prepared Food,186,182,4,2.0,20.8,182.0,No,Hot,1,Expired,No,Low
INV006354,2025-10-16,Restaurant,Prepared Food,96,90,6,1.0,22.8,90.0,No,Sunny,2,Expired,No,Medium
INV006355,2025-10-16,Cloud Kitchen,Bakery,132,81,51,3.0,25.2,81.0,No,Rainy,17,Overproduction,No,High
INV006356,2025-10-16,Supermarket,Vegetables,153,129,24,5.0,7.2,,No,Hot,5,Low Demand,No,Medium
INV006357,2025-10-16,Cloud Kitchen,Dairy,116,77,39,8.0,4.4,77.0,No,Hot,3,Overproduction,No,Medium
INV006358,2025-10-16,Supermarket,Vegetables,176,103,73,1.0,5.4,103.0,No,Rainy,29,Expired,No,High
INV006359,2025-10-16,Supermarket,Meat,176,124,52,5.0,2.4,124.0,No,Sunny,7,Overproduction,No,Medium
INV006360,2025-10-16,Cloud Kitchen,Prepared Food,87,87,0,3.0,18.6,119.0,No,Sunny,0,No Waste,No,Low
INV006361,2025-10-16,Cafeteria,Vegetables,71,71,0,8.0,4.5,87.0,No,Hot,0,No Waste,No,Low
INV006362,2025-10-16,Supermarket,Dairy,155,155,0,3.0,1.1,232.0,Yes,Sunny,0,No Waste,No,Low
INV006363,2025-10-16,Cloud Kitchen,Prepared Food,134,134,0,1.0,23.3,162.0,Yes,Hot,0,No Waste,No,Low
INV006364,2025-10-16,Cafeteria,Vegetables,64,50,14,4.0,10.9,50.0,No,Hot,4,Storage Issue,Yes,Medium
INV006365,2025-10-16,Supermarket,Vegetables,212,143,69,3.0,-0.8,143.0,Yes,Cloudy,14,Overproduction,No,Medium
INV006366,2025-10-16,Cafeteria,Fruits,93,58,35,4.0,6.1,58.0,Yes,Rainy,8,Overproduction,No,Medium
INV006367,2025-10-16,Cafeteria,Bakery,53,44,9,3.0,16.5,44.0,No,,2,Low Demand,No,Medium
INV006368,2025-10-16,Cafeteria,Fruits,66,60,6,9.0,8.9,60.0,No,Sunny,0,No Waste,No,Low
INV006369,2025-10-17,Cloud Kitchen,Vegetables,98,82,16,6.0,0.5,82.0,No,Cloudy,2,Low Demand,No,Low
INV006370,2025-10-17,Restaurant,Dairy,62,62,0,11.0,3.7,77.0,No,Cloudy,0,No Waste,No,Medium
INV006371,2025-10-17,Supermarket,Bakery,191,191,0,4.0,24.1,217.0,Yes,Cloudy,0,No Waste,No,Low
INV006372,2025-10-17,Restaurant,Vegetables,104,85,19,6.0,10.6,85.0,No,Sunny,5,Low Demand,No,Medium
INV006373,2025-10-17,Cafeteria,Meat,57,57,0,7.0,1.9,70.0,Yes,Rainy,0,No Waste,No,Low
INV006374,2025-10-17,Supermarket,Fruits,110,106,4,6.0,7.7,106.0,No,Rainy,0,No Waste,No,Low
INV006375,2025-10-17,Cloud Kitchen,Vegetables,122,92,30,6.0,12.1,92.0,No,Rainy,7,Storage Issue,Yes,Medium
INV006376,2025-10-17,Supermarket,Dairy,234,117,117,7.0,4.3,,No,Rainy,30,Overproduction,Yes,High
INV006377,2025-10-17,Supermarket,Dairy,153,81,72,4.0,4.2,81.0,No,Rainy,21,Overproduction,Yes,High
INV006378,2025-10-17,Restaurant,Bakery,75,75,0,4.0,24.4,103.0,No,Hot,0,No Waste,No,Low
INV006379,2025-10-17,Restaurant,Vegetables,80,80,0,6.0,4.5,107.0,No,Cloudy,0,No Waste,No,Low
INV006380,2025-10-17,Cloud Kitchen,Vegetables,109,102,7,4.0,4.7,102.0,No,Hot,1,Low Demand,No,Medium
INV006381,2025-10-17,Supermarket,Vegetables,137,137,0,5.0,3.5,151.0,No,Sunny,0,No Waste,No,Low
INV006382,2025-10-17,Restaurant,Vegetables,84,45,39,4.0,6.4,45.0,No,Rainy,8,Overproduction,,High
INV006383,2025-10-17,Restaurant,Vegetables,101,55,46,7.0,8.6,55.0,No,Rainy,11,Overproduction,No,Low
INV006384,2025-10-17,Restaurant,Vegetables,79,79,0,7.0,7.7,107.0,No,Sunny,0,No Waste,No,Low
INV006385,2025-10-17,Supermarket,Fruits,158,90,68,10.0,12.3,90.0,No,Rainy,19,Overproduction,No,High
INV006386,2025-10-17,Restaurant,Fruits,92,92,0,3.0,6.5,97.0,No,Sunny,0,No Waste,No,Low
INV006387,2025-10-17,Cloud Kitchen,Fruits,126,113,13,3.0,12.3,,No,Sunny,2,Storage Issue,No,Low
INV006388,2025-10-17,Supermarket,Fruits,194,149,45,7.0,9.7,149.0,No,Cloudy,8,Overproduction,Yes,Medium
INV006389,2025-10-17,Cloud Kitchen,Dairy,83,83,0,5.0,2.0,109.0,No,Hot,0,No Waste,No,Low
INV006390,2025-10-18,Cloud Kitchen,Prepared Food,138,85,53,2.0,24.3,85.0,No,Cloudy,16,Overproduction,Yes,High
INV006391,2025-10-18,Cafeteria,Vegetables,93,66,27,5.0,8.9,66.0,Yes,Rainy,6,Low Demand,No,Medium
INV006392,2025-10-18,Cafeteria,Fruits,69,69,0,6.0,11.8,77.0,No,Sunny,0,No Waste,No,Low
INV006393,2025-10-18,Cafeteria,Vegetables,69,52,17,5.0,3.3,52.0,No,Sunny,3,Low Demand,No,Medium
INV006394,2025-10-18,Cafeteria,Fruits,89,66,23,,9.0,66.0,Yes,Cloudy,4,Overproduction,No,Medium
INV006395,2025-10-18,Supermarket,Bakery,188,141,47,3.0,23.6,141.0,No,Sunny,12,Overproduction,Yes,Medium
INV006396,2025-10-18,Cafeteria,Prepared Food,68,61,7,3.0,21.1,61.0,No,Sunny,1,Low Demand,No,Low
INV006397,2025-10-18,Supermarket,Vegetables,163,125,38,6.0,2.2,125.0,No,Cloudy,8,Low Demand,No,Low
INV006398,2025-10-18,Supermarket,Fruits,108,108,0,7.0,4.9,145.0,No,Sunny,0,No Waste,No,Low
INV006399,2025-10-18,Supermarket,Vegetables,238,157,81,2.0,2.6,157.0,Yes,Sunny,19,Expired,No,Medium
INV006400,2025-10-18,Cloud Kitchen,Fruits,98,61,37,1.0,5.6,,No,Rainy,14,Expired,No,High
INV006401,2025-10-18,Restaurant,Dairy,81,81,0,7.0,3.4,88.0,No,Sunny,0,No Waste,No,Low
INV006402,2025-10-18,Cloud Kitchen,Bakery,142,105,37,3.0,20.2,105.0,No,Sunny,7,Expired,No,Medium
INV006403,2025-10-18,Cafeteria,Meat,70,70,0,4.0,3.2,81.0,Yes,Hot,0,No Waste,No,Low
INV006404,2025-10-18,Cafeteria,Dairy,68,68,0,9.0,1.9,127.0,Yes,Sunny,0,No Waste,No,Low
INV006405,2025-10-18,Restaurant,Bakery,108,89,19,3.0,15.8,89.0,Yes,Cloudy,3,Expired,,Medium
INV006406,2025-10-18,Restaurant,Meat,86,73,13,3.0,2.1,73.0,No,Sunny,4,Expired,No,Medium
INV006407,2025-10-18,Cafeteria,Fruits,72,71,1,5.0,11.4,71.0,Yes,Rainy,0,No Waste,No,Low
INV006408,2025-10-18,Supermarket,Bakery,112,102,10,2.0,23.8,102.0,No,Rainy,3,Expired,No,Medium
INV006409,2025-10-18,Restaurant,Fruits,78,78,0,7.0,7.8,86.0,No,Sunny,0,No Waste,No,Low
INV006410,2025-10-18,Cafeteria,Prepared Food,58,58,0,2.0,22.5,64.0,No,Sunny,0,No Waste,No,Low
INV006411,2025-10-18,Supermarket,Vegetables,166,166,0,8.0,13.3,189.0,No,Sunny,0,No Waste,No,Low
INV006412,2025-10-18,Restaurant,Vegetables,100,54,46,3.0,1.1,54.0,No,Rainy,13,Overproduction,No,High
INV006413,2025-10-18,Supermarket,Vegetables,179,179,0,9.0,5.6,273.0,Yes,Hot,0,No Waste,No,Low
INV006414,2025-10-18,Restaurant,Prepared Food,87,87,0,1.0,13.6,113.0,No,Hot,0,No Waste,No,High
INV006415,2025-10-18,Cafeteria,Meat,71,63,8,6.0,1.6,63.0,No,Hot,1,Low Demand,No,Low
INV006416,2025-10-18,Cafeteria,Vegetables,61,61,0,4.0,8.8,63.0,No,Cloudy,0,No Waste,No,Low
INV006417,2025-10-18,Restaurant,Prepared Food,75,75,0,1.0,24.4,127.0,Yes,Sunny,0,No Waste,No,Low
INV006418,2025-10-19,Supermarket,Dairy,230,195,35,6.0,7.1,195.0,Yes,,6,Overproduction,No,Medium
INV006419,2025-10-19,Restaurant,Fruits,75,75,0,6.0,13.9,117.0,Yes,Hot,0,No Waste,No,Low
INV006420,2025-10-19,Cloud Kitchen,Meat,92,87,5,3.0,4.2,87.0,No,Sunny,1,Expired,No,Low
INV006421,2025-10-19,Cloud Kitchen,Dairy,102,85,17,8.0,2.8,85.0,No,Hot,2,Low Demand,No,Low
INV006422,2025-10-19,Cloud Kitchen,Meat,120,70,50,3.0,-0.1,70.0,Yes,Rainy,12,Overproduction,No,High
INV006423,2025-10-19,Restaurant,Vegetables,78,78,0,6.0,10.2,92.0,Yes,Cloudy,0,No Waste,No,Low
INV006424,2025-10-19,Supermarket,Vegetables,162,137,25,5.0,8.7,137.0,No,Rainy,7,Low Demand,No,Medium
INV006425,2025-10-19,Supermarket,Meat,268,158,110,4.0,1.4,158.0,Yes,Sunny,23,Overproduction,Yes,Medium
INV006426,2025-10-19,Cloud Kitchen,Dairy,129,88,41,8.0,0.6,88.0,No,Cloudy,3,Overproduction,No,Medium
INV006427,2025-10-19,Restaurant,Dairy,80,76,4,,0.7,76.0,No,Cloudy,0,No Waste,No,Low
INV006428,2025-10-19,Restaurant,Bakery,79,56,23,2.0,23.4,56.0,No,Rainy,5,Overproduction,No,Medium
INV006429,2025-10-19,Cafeteria,Vegetables,76,59,17,5.0,11.5,59.0,No,Hot,4,Storage Issue,No,Medium
INV006430,2025-10-19,Supermarket,Meat,194,148,46,3.0,4.6,148.0,Yes,Rainy,12,Overproduction,Yes,Medium
INV006431,2025-10-19,Supermarket,Dairy,210,176,34,6.0,1.5,176.0,No,Sunny,4,Expired,No,Low
INV006432,2025-10-19,Supermarket,Prepared Food,162,159,3,2.0,17.9,159.0,No,Sunny,1,Expired,No,Low
INV006433,2025-10-19,Cloud Kitchen,Prepared Food,107,95,12,1.0,20.3,95.0,No,Sunny,4,Expired,,Medium
INV006434,2025-10-19,Restaurant,Fruits,69,68,1,4.0,0.9,68.0,No,Hot,0,No Waste,No,Medium
INV006435,2025-10-19,Cafeteria,Prepared Food,69,69,0,2.0,15.6,71.0,No,Hot,0,No Waste,No,Low
INV006436,2025-10-19,Cafeteria,Fruits,67,55,12,7.0,12.0,55.0,No,Cloudy,2,Low Demand,No,Low
INV006437,2025-10-19,Supermarket,Prepared Food,162,162,0,3.0,21.8,215.0,Yes,Sunny,0,No Waste,No,Low
INV006438,2025-10-19,Cafeteria,Meat,67,67,0,1.0,-1.0,68.0,Yes,Cloudy,0,No Waste,No,Low
INV006439,2025-10-19,Cafeteria,Prepared Food,98,43,55,2.0,19.3,43.0,No,Rainy,23,Overproduction,Yes,High
INV006440,2025-10-19,Cafeteria,Bakery,52,52,0,2.0,17.8,93.0,No,Hot,0,No Waste,No,Low
INV006441,2025-10-19,Cafeteria,Dairy,84,57,27,9.0,4.9,57.0,No,Sunny,4,Low Demand,No,Medium
INV006442,2025-10-19,Cloud Kitchen,Vegetables,103,103,0,5.0,6.6,115.0,No,Cloudy,0,No Waste,No,Low
INV006443,2025-10-19,Cloud Kitchen,Vegetables,84,84,0,4.0,7.5,108.0,No,Cloudy,0,No Waste,No,Low
INV006444,2025-10-19,Restaurant,Dairy,92,88,4,7.0,3.5,88.0,No,Sunny,0,No Waste,No,Low
INV006445,2025-10-19,Restaurant,Meat,95,53,42,5.0,2.0,53.0,No,Rainy,10,Overproduction,Yes,High
INV006446,2025-10-19,Cafeteria,Bakery,86,85,1,2.0,22.2,85.0,No,Sunny,0,No Waste,No,Low
INV006447,2025-10-20,Cloud Kitchen,Meat,91,91,0,4.0,3.7,141.0,Yes,Cloudy,0,No Waste,No,Low
INV006448,2025-10-20,Cafeteria,Vegetables,88,88,0,7.0,10.3,89.0,Yes,Sunny,0,No Waste,No,Low
INV006449,2025-10-20,Supermarket,Fruits,154,137,17,2.0,5.2,137.0,No,Cloudy,3,Expired,No,Low
INV006450,2025-10-20,Cafeteria,Prepared Food,63,58,5,1.0,13.3,58.0,No,Cloudy,1,Expired,No,Low
INV006451,2025-10-20,Restaurant,Prepared Food,83,78,5,1.0,20.3,78.0,No,Sunny,1,Expired,No,Low
INV006452,2025-10-20,Restaurant,Fruits,89,65,24,5.0,9.7,65.0,No,Cloudy,4,Low Demand,No,Medium
INV006453,2025-10-20,Cafeteria,Dairy,78,46,32,5.0,4.5,46.0,No,,7,Overproduction,No,High
INV006454,2025-10-20,Cafeteria,Bakery,71,69,2,3.0,21.0,69.0,Yes,Cloudy,0,No Waste,No,Low
INV006455,2025-10-20,Supermarket,Fruits,158,158,0,6.0,11.0,162.0,No,Cloudy,0,No Waste,No,Low
INV006456,2025-10-20,Supermarket,Fruits,157,125,32,5.0,4.4,125.0,No,Cloudy,4,Low Demand,No,Medium
INV006457,2025-10-20,Supermarket,Meat,190,177,13,5.0,4.0,177.0,Yes,Cloudy,1,Expired,No,Low
INV006458,2025-10-20,Cloud Kitchen,Bakery,98,93,5,3.0,16.0,93.0,No,,1,Low Demand,No,Low
INV006459,2025-10-20,Supermarket,Prepared Food,135,135,0,,,210.0,No,Sunny,0,No Waste,No,Low
INV006460,2025-10-20,Restaurant,Meat,73,70,3,4.0,-0.3,70.0,No,Cloudy,0,No Waste,No,Low
INV006461,2025-10-20,Cafeteria,Fruits,84,76,8,5.0,6.5,76.0,No,Sunny,1,Low Demand,No,High
INV006462,2025-10-20,Supermarket,Fruits,146,111,35,1.0,8.4,111.0,No,Cloudy,15,Expired,No,High
INV006463,2025-10-20,Supermarket,Vegetables,161,129,32,8.0,5.8,129.0,No,Cloudy,3,Low Demand,No,Low
INV006464,2025-10-20,Cloud Kitchen,Dairy,97,97,0,5.0,3.9,97.0,No,Sunny,0,No Waste,No,Low
INV006465,2025-10-20,Restaurant,Vegetables,96,96,0,2.0,6.4,158.0,Yes,Hot,0,No Waste,No,Low
INV006466,2025-10-21,Supermarket,Vegetables,293,278,15,8.0,1.3,278.0,Yes,Hot,1,Expired,No,Low
INV006467,2025-10-21,Cloud Kitchen,Fruits,107,105,2,6.0,10.7,105.0,No,Cloudy,0,No Waste,No,Low
INV006468,2025-10-21,Cloud Kitchen,Fruits,105,105,0,3.0,5.3,119.0,No,Hot,0,No Waste,No,Low
INV006469,2025-10-21,Cloud Kitchen,Meat,84,84,0,6.0,2.5,105.0,No,Hot,0,No Waste,No,Low
INV006470,2025-10-21,Cafeteria,Meat,88,84,4,1.0,2.9,84.0,No,Hot,1,Expired,No,Low
INV006471,2025-10-21,Cloud Kitchen,Fruits,103,102,1,2.0,3.3,102.0,No,Sunny,0,No Waste,No,Low
INV006472,2025-10-21,Supermarket,Dairy,168,145,23,7.0,6.8,145.0,No,Sunny,5,Storage Issue,No,Medium
INV006473,2025-10-21,Restaurant,Prepared Food,108,90,18,2.0,24.7,90.0,No,Sunny,6,Expired,No,Low
INV006474,2025-10-21,Cafeteria,Prepared Food,61,38,23,1.0,18.2,38.0,No,Rainy,8,Expired,No,High
INV006475,2025-10-21,Cafeteria,Dairy,57,57,0,7.0,4.9,86.0,Yes,Sunny,0,No Waste,No,Low
INV006476,2025-10-21,Supermarket,Vegetables,167,162,5,7.0,7.4,162.0,No,Sunny,0,No Waste,No,Low
INV006477,2025-10-21,Cloud Kitchen,Dairy,109,108,1,6.0,1.6,108.0,No,Hot,0,No Waste,No,Low
INV006478,2025-10-21,Cloud Kitchen,Dairy,96,87,9,9.0,5.3,87.0,No,Rainy,1,Low Demand,No,Low
INV006479,2025-10-21,Cloud Kitchen,Prepared Food,112,112,0,,,113.0,No,Hot,0,No Waste,No,Low
INV006480,2025-10-21,Restaurant,Meat,127,91,36,5.0,3.3,91.0,No,Cloudy,5,Low Demand,No,Medium
INV006481,2025-10-21,Cafeteria,Fruits,84,69,15,7.0,10.7,69.0,No,Hot,3,Low Demand,,Medium
INV006482,2025-10-21,Supermarket,Bakery,136,90,46,3.0,18.8,90.0,No,Cloudy,10,Overproduction,Yes,Medium
INV006483,2025-10-21,Cloud Kitchen,Prepared Food,115,89,26,1.0,18.5,89.0,No,Cloudy,7,Expired,No,Medium
INV006484,2025-10-21,Supermarket,Fruits,230,193,37,6.0,10.5,193.0,Yes,Sunny,4,Storage Issue,No,Low
INV006485,2025-10-22,Supermarket,Dairy,161,161,0,4.0,2.4,210.0,No,Cloudy,0,No Waste,,Low
INV006486,2025-10-22,Supermarket,Fruits,154,106,48,6.0,6.5,106.0,No,Cloudy,10,Overproduction,Yes,Medium
INV006487,2025-10-22,Cloud Kitchen,Dairy,135,82,53,7.0,5.0,82.0,No,Rainy,12,Overproduction,No,High
INV006488,2025-10-22,Supermarket,Prepared Food,116,116,0,1.0,22.1,135.0,No,Sunny,0,No Waste,No,Low
INV006489,2025-10-22,Supermarket,Fruits,197,197,0,5.0,9.6,239.0,Yes,Sunny,0,No Waste,No,Low
INV006490,2025-10-22,Supermarket,Vegetables,149,149,0,6.0,7.5,188.0,No,Sunny,0,No Waste,No,Low
INV006491,2025-10-22,Supermarket,Fruits,131,131,0,4.0,6.0,138.0,No,Sunny,0,No Waste,No,Low
INV006492,2025-10-22,Supermarket,Vegetables,230,147,83,,5.1,147.0,Yes,Rainy,18,Overproduction,Yes,Medium
INV006493,2025-10-22,Restaurant,Vegetables,104,95,9,12.0,5.5,95.0,Yes,Cloudy,1,Low Demand,No,Low
INV006494,2025-10-22,Cloud Kitchen,Fruits,172,117,55,6.0,13.1,117.0,Yes,Cloudy,18,Storage Issue,Yes,High
INV006495,2025-10-22,Supermarket,Fruits,119,119,0,6.0,9.3,144.0,No,Sunny,0,No Waste,No,Low
INV006496,2025-10-22,Supermarket,Dairy,113,113,0,11.0,5.9,144.0,No,Sunny,0,No Waste,No,Low
INV006497,2025-10-22,Supermarket,Meat,160,154,6,1.0,0.1,154.0,No,Sunny,2,Expired,No,Low
INV006498,2025-10-22,Cafeteria,Vegetables,57,50,7,7.0,,50.0,No,Rainy,0,No Waste,,Low
INV006499,2025-10-23,Restaurant,Prepared Food,94,84,10,,,84.0,No,Hot,3,Expired,No,Medium
INV006500,2025-10-23,Cloud Kitchen,Bakery,98,98,0,2.0,25.0,111.0,No,Sunny,0,No Waste,No,Low
INV006501,2025-10-23,Restaurant,Prepared Food,72,72,0,1.0,14.4,74.0,No,Cloudy,0,No Waste,No,Low
INV006502,2025-10-23,Cafeteria,Bakery,94,66,28,4.0,24.3,66.0,No,Hot,7,Low Demand,,Medium
INV006503,2025-10-23,Supermarket,Prepared Food,164,128,36,1.0,14.5,128.0,No,Sunny,12,Expired,No,Medium
INV006504,2025-10-23,Restaurant,Dairy,126,99,27,12.0,2.5,99.0,Yes,Sunny,4,Overproduction,No,Medium
INV006505,2025-10-23,Restaurant,Prepared Food,108,103,5,2.0,24.5,103.0,Yes,Sunny,1,Expired,No,Low
INV006506,2025-10-23,Supermarket,Vegetables,169,148,21,9.0,4.8,148.0,No,Sunny,2,Overproduction,No,Low
INV006507,2025-10-23,Supermarket,Fruits,166,166,0,3.0,8.6,182.0,Yes,Cloudy,0,No Waste,No,Low
INV006508,2025-10-23,Cloud Kitchen,Meat,67,67,0,4.0,0.9,116.0,No,Sunny,0,No Waste,No,Low
INV006509,2025-10-23,Supermarket,Fruits,156,150,6,8.0,11.1,150.0,No,Sunny,1,Storage Issue,No,Low
INV006510,2025-10-23,Supermarket,Vegetables,139,103,36,10.0,2.1,103.0,No,Rainy,6,Low Demand,No,Medium
INV006511,2025-10-23,Cloud Kitchen,Fruits,71,71,0,9.0,12.6,103.0,No,Hot,0,No Waste,No,Low
INV006512,2025-10-23,Restaurant,Prepared Food,86,86,0,2.0,16.9,96.0,No,Hot,0,No Waste,No,Low
INV006513,2025-10-23,Supermarket,Prepared Food,177,174,3,2.0,25.0,174.0,No,Cloudy,1,Expired,No,Low
INV006514,2025-10-23,Supermarket,Meat,244,244,0,6.0,-1.5,248.0,Yes,Sunny,0,No Waste,No,Low
INV006515,2025-10-23,Restaurant,Prepared Food,77,77,0,2.0,21.8,78.0,No,Hot,0,No Waste,No,Low
INV006516,2025-10-23,Cloud Kitchen,Vegetables,142,89,53,3.0,5.7,89.0,Yes,Hot,11,Overproduction,No,High
INV006517,2025-10-23,Cloud Kitchen,Prepared Food,67,67,0,1.0,7.1,117.0,Yes,Sunny,0,No Waste,No,Low
INV006518,2025-10-23,Restaurant,Prepared Food,101,74,27,,20.2,74.0,No,Hot,5,Expired,No,Medium
INV006519,2025-10-23,Cafeteria,Meat,68,68,0,4.0,4.6,75.0,Yes,Hot,0,No Waste,No,Low
INV006520,2025-10-23,Cloud Kitchen,Dairy,306,71,235,5.0,6.1,,No,Cloudy,58,Overproduction,Yes,High
INV006521,2025-10-23,Supermarket,Meat,164,145,19,,-0.4,145.0,No,Cloudy,3,Low Demand,No,Low
